TradeID, Symbol, Timeframe, Session, Weekday, Direction, HTFBias, SweepType, FvgSize, ObQuality, DisplacementScore, ConfluenceScore, ATR, Spread, EntryPrice, SLPrice, TPPrice, ExitPrice, RR, RMultiple, DurationBars, MFE, MAE, ReasonClosed
107, XAUUSD, M5, NY Silver Bullet, Wed, LONG, Bullish, SSL Sweep, 2.85, 82%, 92%, 95%, 3.59, 0.25, 2316.93, 2308.7, 2333.39, 2333.39, 1:2.0, +2.0R, 15, +2.4R, -0.2R, CLOSED_TP1
108, XAUUSD, M5, NY Open, Wed, SHORT, Bearish, BSL Sweep, 4.84, 82%, 85%, 95%, 4.74, 0.25, 2332.31, 2339.8, 2317.33, 2339.8, 1:-1.0, -1.0R, 13, +0.5R, -1.0R, CLOSED_SL
109, XAUUSD, M5, London KZ, Wed, LONG, Bullish, SSL Sweep, 2.89, 72%, 85%, 95%, 4.02, 0.25, 2327.89, 2319.88, 2359.93, 2359.93, 1:4.0, +4.0R, 30, +4.3R, -0.2R, CLOSED_TP3_FINAL
110, XAUUSD, M5, NY Open, Wed, LONG, Neutral, SSL Sweep, 3.97, 81%, 91%, 75%, 4.34, 0.25, 2339.85, 2330.09, 2378.89, 2378.89, 1:4.0, +4.0R, 16, +4.4R, -0.2R, CLOSED_TP3_FINAL
111, XAUUSD, M5, NY Open, Thu, LONG, Bullish, SSL Sweep, 4.11, 81%, 86%, 95%, 3.52, 0.25, 2320.08, 2314.39, 2339.99, 2339.99, 1:3.5, +3.5R, 15, +3.9R, -0.2R, CLOSED_TP2
112, XAUUSD, M5, London KZ, Thu, SHORT, Bearish, BSL Sweep, 2.2, 94%, 83%, 95%, 4.12, 0.25, 2322.32, 2330.38, 2294.11, 2294.11, 1:3.5, +3.5R, 12, +3.7R, -0.1R, CLOSED_TP2
113, XAUUSD, M5, NY Silver Bullet, Thu, SHORT, Bearish, BSL Sweep, 4.56, 80%, 86%, 95%, 4.13, 0.25, 2332.42, 2338.87, 2319.52, 2319.52, 1:2.0, +2.0R, 19, +2.4R, -0.4R, CLOSED_TP1
114, XAUUSD, M5, NY Open, Thu, LONG, Bullish, SSL Sweep, 4.49, 77%, 90%, 95%, 2.56, 0.25, 2334.11, 2327.27, 2347.79, 2327.27, 1:-1.0, -1.0R, 13, +0.5R, -1.0R, CLOSED_SL
115, XAUUSD, M5, NY Open, Thu, SHORT, Bearish, BSL Sweep, 4.42, 88%, 77%, 95%, 2.79, 0.25, 2325.3, 2330.67, 2303.82, 2303.82, 1:4.0, +4.0R, 43, +4.2R, -0.4R, CLOSED_TP3_FINAL
116, XAUUSD, M5, NY Silver Bullet, Fri, LONG, Bullish, SSL Sweep, 4.9, 71%, 78%, 95%, 3.69, 0.25, 2325.79, 2319.98, 2337.41, 2319.98, 1:-1.0, -1.0R, 41, +0.3R, -1.0R, CLOSED_SL
117, XAUUSD, M5, NY Silver Bullet, Fri, SHORT, Neutral, BSL Sweep, 5.05, 78%, 79%, 75%, 3.94, 0.25, 2337.13, 2342.6, 2326.19, 2337.13, 1:0.0, +0.0R, 18, +1.8R, -0.2R, CLOSED_BE
118, XAUUSD, M5, NY Open, Fri, SHORT, Bearish, BSL Sweep, 3.72, 70%, 77%, 95%, 2.6, 0.25, 2338.9, 2346.78, 2323.14, 2338.9, 1:0.0, +0.0R, 9, +2.0R, -0.2R, CLOSED_BE
119, XAUUSD, M5, NY Open, Fri, SHORT, Bearish, BSL Sweep, 2.83, 77%, 87%, 95%, 3.18, 0.25, 2322.09, 2327.39, 2303.54, 2303.54, 1:3.5, +3.5R, 17, +3.8R, -0.2R, CLOSED_TP2
120, XAUUSD, M5, NY Open, Mon, SHORT, Bearish, BSL Sweep, 2.24, 81%, 91%, 95%, 3.79, 0.25, 2328.88, 2336.21, 2314.22, 2314.22, 1:2.0, +2.0R, 32, +2.2R, -0.1R, CLOSED_TP1
121, XAUUSD, M5, NY Open, Mon, LONG, Bullish, SSL Sweep, 4.97, 93%, 85%, 95%, 2.94, 0.25, 2325.97, 2315.99, 2360.9, 2360.9, 1:3.5, +3.5R, 33, +3.8R, -0.1R, CLOSED_TP2
122, XAUUSD, M5, Asia KZ, Mon, LONG, Bullish, SSL Sweep, 1.97, 79%, 90%, 85%, 3.87, 0.25, 2346.75, 2338.39, 2363.47, 2363.47, 1:2.0, +2.0R, 24, +2.4R, -0.2R, CLOSED_TP1
123, XAUUSD, M5, NY Silver Bullet, Mon, SHORT, Neutral, BSL Sweep, 1.97, 87%, 81%, 75%, 3.33, 0.25, 2331.4, 2338.33, 2303.68, 2303.68, 1:4.0, +4.0R, 15, +4.2R, -0.4R, CLOSED_TP3_FINAL
124, XAUUSD, M5, London KZ, Mon, SHORT, Bearish, BSL Sweep, 2.95, 81%, 79%, 95%, 2.96, 0.25, 2336.59, 2344.09, 2321.59, 2321.59, 1:2.0, +2.0R, 41, +2.4R, -0.3R, CLOSED_TP1
125, XAUUSD, M5, NY Silver Bullet, Tue, LONG, Bullish, SSL Sweep, 3.88, 75%, 87%, 95%, 4.78, 0.25, 2343.56, 2337.06, 2369.56, 2369.56, 1:4.0, +4.0R, 27, +4.3R, -0.3R, CLOSED_TP3_FINAL
126, XAUUSD, M5, London KZ, Tue, SHORT, Bearish, BSL Sweep, 5.13, 88%, 84%, 95%, 4.33, 0.25, 2343.27, 2351.71, 2313.73, 2313.73, 1:3.5, +3.5R, 45, +3.7R, -0.3R, CLOSED_TP2
127, XAUUSD, M5, NY Open, Tue, SHORT, Neutral, BSL Sweep, 3.94, 89%, 87%, 75%, 2.84, 0.25, 2342.54, 2347.7, 2332.22, 2347.7, 1:-1.0, -1.0R, 9, +0.2R, -1.0R, CLOSED_SL
128, XAUUSD, M5, NY Open, Tue, SHORT, Bearish, BSL Sweep, 3.2, 94%, 94%, 95%, 4.62, 0.25, 2348.28, 2356.96, 2330.92, 2330.92, 1:2.0, +2.0R, 38, +2.3R, -0.3R, CLOSED_TP1
129, XAUUSD, M5, London KZ, Tue, LONG, Bullish, SSL Sweep, 3.61, 87%, 86%, 95%, 4.05, 0.25, 2348.49, 2340.09, 2365.29, 2348.49, 1:0.0, +0.0R, 23, +1.5R, -0.2R, CLOSED_BE
130, XAUUSD, M5, London KZ, Tue, SHORT, Bearish, BSL Sweep, 4.2, 92%, 90%, 95%, 3.23, 0.25, 2332.18, 2341.85, 2312.84, 2332.18, 1:0.0, +0.0R, 42, +1.5R, -0.1R, CLOSED_BE
131, XAUUSD, M5, Asia KZ, Tue, SHORT, Bearish, BSL Sweep, 4.54, 79%, 76%, 85%, 3.16, 0.25, 2342.85, 2349.58, 2319.3, 2319.3, 1:3.5, +3.5R, 42, +3.9R, -0.2R, CLOSED_TP2
132, XAUUSD, M5, NY Open, Wed, LONG, Neutral, SSL Sweep, 4.32, 77%, 82%, 75%, 2.62, 0.25, 2347.8, 2341.67, 2360.06, 2360.06, 1:2.0, +2.0R, 14, +2.3R, -0.3R, CLOSED_TP1
133, XAUUSD, M5, London KZ, Wed, LONG, Bullish, SSL Sweep, 4.98, 85%, 90%, 95%, 4.0, 0.25, 2344.39, 2337.95, 2357.27, 2357.27, 1:2.0, +2.0R, 44, +2.5R, -0.1R, CLOSED_TP1
134, XAUUSD, M5, NY Open, Wed, LONG, Bullish, SSL Sweep, 2.4, 75%, 76%, 95%, 4.79, 0.25, 2332.67, 2325.19, 2347.63, 2325.19, 1:-1.0, -1.0R, 26, +0.8R, -1.0R, CLOSED_SL
135, XAUUSD, M5, London KZ, Wed, LONG, Bullish, SSL Sweep, 2.94, 84%, 95%, 95%, 3.75, 0.25, 2337.52, 2327.83, 2356.9, 2337.52, 1:0.0, +0.0R, 15, +1.7R, -0.1R, CLOSED_BE
136, XAUUSD, M5, NY Open, Wed, SHORT, Bearish, BSL Sweep, 1.85, 80%, 84%, 95%, 3.81, 0.25, 2344.91, 2350.79, 2333.15, 2350.79, 1:-1.0, -1.0R, 35, +0.7R, -1.0R, CLOSED_SL
137, XAUUSD, M5, London KZ, Wed, LONG, Neutral, SSL Sweep, 2.28, 80%, 82%, 75%, 2.52, 0.25, 2334.02, 2326.79, 2359.32, 2359.32, 1:3.5, +3.5R, 8, +3.7R, -0.3R, CLOSED_TP2
138, XAUUSD, M5, NY Open, Wed, LONG, Neutral, SSL Sweep, 2.2, 79%, 80%, 75%, 3.43, 0.25, 2336.76, 2327.28, 2355.72, 2327.28, 1:-1.0, -1.0R, 15, +0.3R, -1.0R, CLOSED_SL
139, XAUUSD, M5, NY Open, Thu, LONG, Neutral, SSL Sweep, 2.25, 74%, 89%, 75%, 4.22, 0.25, 2340.73, 2333.65, 2354.89, 2340.73, 1:0.0, +0.0R, 21, +1.7R, -0.2R, CLOSED_BE
140, XAUUSD, M5, NY Open, Thu, LONG, Bullish, SSL Sweep, 3.6, 81%, 77%, 95%, 4.61, 0.25, 2327.36, 2318.22, 2345.64, 2318.22, 1:-1.0, -1.0R, 42, +0.2R, -1.0R, CLOSED_SL
141, XAUUSD, M5, London KZ, Thu, SHORT, Neutral, BSL Sweep, 2.5, 88%, 90%, 75%, 2.71, 0.25, 2337.98, 2347.02, 2301.82, 2301.82, 1:4.0, +4.0R, 43, +4.3R, -0.3R, CLOSED_TP3_FINAL
142, XAUUSD, M5, NY Silver Bullet, Thu, LONG, Bullish, SSL Sweep, 4.58, 93%, 81%, 95%, 3.83, 0.25, 2324.1, 2317.38, 2337.54, 2337.54, 1:2.0, +2.0R, 38, +2.5R, -0.1R, CLOSED_TP1
143, XAUUSD, M5, NY Open, Thu, LONG, Bullish, SSL Sweep, 5.13, 90%, 88%, 95%, 3.36, 0.25, 2347.63, 2340.39, 2362.11, 2340.39, 1:-1.0, -1.0R, 13, +0.4R, -1.0R, CLOSED_SL
144, XAUUSD, M5, London KZ, Fri, SHORT, Neutral, BSL Sweep, 5.18, 82%, 91%, 75%, 2.79, 0.25, 2351.32, 2360.49, 2332.98, 2360.49, 1:-1.0, -1.0R, 37, +0.8R, -1.0R, CLOSED_SL
145, XAUUSD, M5, NY Open, Fri, SHORT, Bearish, BSL Sweep, 2.64, 81%, 79%, 95%, 3.13, 0.25, 2351.11, 2359.74, 2316.59, 2316.59, 1:4.0, +4.0R, 9, +4.3R, -0.3R, CLOSED_TP3_FINAL
146, XAUUSD, M5, London KZ, Fri, LONG, Bullish, SSL Sweep, 4.08, 71%, 82%, 95%, 4.2, 0.25, 2334.14, 2327.97, 2346.48, 2346.48, 1:2.0, +2.0R, 22, +2.2R, -0.4R, CLOSED_TP1
147, XAUUSD, M5, NY Open, Fri, SHORT, Bearish, BSL Sweep, 4.43, 80%, 82%, 95%, 3.19, 0.25, 2328.04, 2336.34, 2298.99, 2298.99, 1:3.5, +3.5R, 45, +3.7R, -0.3R, CLOSED_TP2
148, XAUUSD, M5, Asia KZ, Fri, SHORT, Bearish, BSL Sweep, 1.96, 81%, 95%, 85%, 4.04, 0.25, 2349.28, 2355.87, 2336.1, 2336.1, 1:2.0, +2.0R, 42, +2.2R, -0.2R, CLOSED_TP1
149, XAUUSD, M5, NY Silver Bullet, Fri, SHORT, Bearish, BSL Sweep, 2.29, 84%, 76%, 95%, 3.79, 0.25, 2354.87, 2362.66, 2339.29, 2339.29, 1:2.0, +2.0R, 13, +2.2R, -0.2R, CLOSED_TP1
150, XAUUSD, M5, NY Silver Bullet, Fri, LONG, Bullish, SSL Sweep, 4.62, 71%, 83%, 95%, 3.37, 0.25, 2346.13, 2340.93, 2366.93, 2366.93, 1:4.0, +4.0R, 38, +4.4R, -0.3R, CLOSED_TP3_FINAL
151, XAUUSD, M5, London KZ, Mon, LONG, Neutral, SSL Sweep, 2.45, 93%, 78%, 75%, 4.22, 0.25, 2349.55, 2339.98, 2368.69, 2349.55, 1:0.0, +0.0R, 23, +1.9R, -0.2R, CLOSED_BE
152, XAUUSD, M5, NY Silver Bullet, Mon, SHORT, Bearish, BSL Sweep, 4.01, 79%, 83%, 95%, 3.33, 0.25, 2353.89, 2361.22, 2339.23, 2353.89, 1:0.0, +0.0R, 28, +1.9R, -0.3R, CLOSED_BE
153, XAUUSD, M5, NY Open, Mon, SHORT, Neutral, BSL Sweep, 4.74, 93%, 79%, 75%, 2.54, 0.25, 2346.12, 2354.04, 2330.28, 2354.04, 1:-1.0, -1.0R, 20, +0.3R, -1.0R, CLOSED_SL
154, XAUUSD, M5, NY Open, Mon, LONG, Bullish, SSL Sweep, 4.03, 91%, 85%, 95%, 3.09, 0.25, 2353.66, 2343.83, 2373.32, 2353.66, 1:0.0, +0.0R, 30, +1.7R, -0.1R, CLOSED_BE
155, XAUUSD, M5, NY Open, Mon, SHORT, Neutral, BSL Sweep, 4.82, 90%, 76%, 75%, 3.71, 0.25, 2352.94, 2358.31, 2342.2, 2358.31, 1:-1.0, -1.0R, 8, +0.1R, -1.0R, CLOSED_SL
156, XAUUSD, M5, London KZ, Tue, LONG, Neutral, SSL Sweep, 3.52, 81%, 76%, 75%, 3.92, 0.25, 2347.63, 2339.55, 2375.91, 2375.91, 1:3.5, +3.5R, 34, +3.6R, -0.3R, CLOSED_TP2
157, XAUUSD, M5, NY Open, Tue, SHORT, Bearish, BSL Sweep, 2.77, 86%, 88%, 95%, 4.35, 0.25, 2352.97, 2358.51, 2341.89, 2341.89, 1:2.0, +2.0R, 24, +2.2R, -0.3R, CLOSED_TP1
158, XAUUSD, M5, London KZ, Tue, SHORT, Neutral, BSL Sweep, 5.06, 84%, 93%, 75%, 3.06, 0.25, 2348.26, 2354.76, 2335.26, 2354.76, 1:-1.0, -1.0R, 10, +0.2R, -1.0R, CLOSED_SL
159, XAUUSD, M5, NY Open, Tue, SHORT, Neutral, BSL Sweep, 1.83, 75%, 77%, 75%, 3.65, 0.25, 2338.78, 2347.7, 2320.94, 2338.78, 1:0.0, +0.0R, 41, +2.1R, -0.1R, CLOSED_BE
160, XAUUSD, M5, London KZ, Wed, SHORT, Neutral, BSL Sweep, 4.94, 91%, 83%, 75%, 4.57, 0.25, 2344.81, 2349.97, 2334.49, 2349.97, 1:-1.0, -1.0R, 21, +0.3R, -1.0R, CLOSED_SL
161, XAUUSD, M5, NY Silver Bullet, Wed, SHORT, Bearish, BSL Sweep, 2.82, 88%, 82%, 95%, 3.8, 0.25, 2354.03, 2362.42, 2324.67, 2324.67, 1:3.5, +3.5R, 13, +3.9R, -0.1R, CLOSED_TP2
162, XAUUSD, M5, NY Open, Wed, SHORT, Bearish, BSL Sweep, 2.91, 90%, 83%, 95%, 4.3, 0.25, 2342.32, 2348.46, 2320.83, 2320.83, 1:3.5, +3.5R, 32, +3.8R, -0.3R, CLOSED_TP2
163, XAUUSD, M5, London KZ, Thu, LONG, Bullish, SSL Sweep, 2.08, 74%, 87%, 95%, 4.14, 0.25, 2346.2, 2337.5, 2363.6, 2363.6, 1:2.0, +2.0R, 36, +2.1R, -0.4R, CLOSED_TP1
164, XAUUSD, M5, London KZ, Thu, LONG, Neutral, SSL Sweep, 3.27, 87%, 92%, 75%, 3.68, 0.25, 2329.9, 2324.45, 2351.7, 2351.7, 1:4.0, +4.0R, 32, +4.3R, -0.2R, CLOSED_TP3_FINAL
165, XAUUSD, M5, NY Open, Thu, LONG, Bullish, SSL Sweep, 3.7, 77%, 93%, 95%, 3.7, 0.25, 2345.42, 2339.57, 2365.89, 2365.89, 1:3.5, +3.5R, 35, +3.8R, -0.1R, CLOSED_TP2
166, XAUUSD, M5, London KZ, Thu, LONG, Bullish, SSL Sweep, 5.01, 93%, 95%, 95%, 3.64, 0.25, 2342.6, 2335.31, 2357.18, 2357.18, 1:2.0, +2.0R, 32, +2.5R, -0.2R, CLOSED_TP1
167, XAUUSD, M5, London KZ, Thu, SHORT, Bearish, BSL Sweep, 4.6, 90%, 94%, 95%, 2.81, 0.25, 2335.34, 2345.08, 2301.25, 2301.25, 1:3.5, +3.5R, 28, +3.7R, -0.2R, CLOSED_TP2
168, XAUUSD, M5, NY Open, Thu, SHORT, Bearish, BSL Sweep, 4.46, 80%, 87%, 95%, 3.14, 0.25, 2348.61, 2355.44, 2334.95, 2355.44, 1:-1.0, -1.0R, 42, +0.2R, -1.0R, CLOSED_SL
169, XAUUSD, M5, NY Silver Bullet, Thu, LONG, Bullish, SSL Sweep, 3.37, 92%, 81%, 95%, 3.51, 0.25, 2332.58, 2324.12, 2349.5, 2332.58, 1:0.0, +0.0R, 39, +2.0R, -0.2R, CLOSED_BE
170, XAUUSD, M5, London KZ, Fri, LONG, Bullish, SSL Sweep, 4.48, 72%, 89%, 95%, 4.78, 0.25, 2336.84, 2329.84, 2364.84, 2364.84, 1:4.0, +4.0R, 31, +4.3R, -0.1R, CLOSED_TP3_FINAL
171, XAUUSD, M5, NY Silver Bullet, Fri, LONG, Neutral, SSL Sweep, 2.64, 91%, 86%, 75%, 2.88, 0.25, 2342.0, 2334.18, 2357.64, 2342.0, 1:0.0, +0.0R, 29, +1.8R, -0.3R, CLOSED_BE
172, XAUUSD, M5, NY Open, Fri, LONG, Neutral, SSL Sweep, 2.55, 93%, 91%, 75%, 3.78, 0.25, 2346.6, 2340.49, 2367.99, 2367.99, 1:3.5, +3.5R, 40, +3.9R, -0.3R, CLOSED_TP2
173, XAUUSD, M5, NY Silver Bullet, Fri, LONG, Bullish, SSL Sweep, 2.97, 95%, 81%, 95%, 3.7, 0.25, 2335.1, 2329.61, 2346.08, 2335.1, 1:0.0, +0.0R, 10, +1.7R, -0.1R, CLOSED_BE
174, XAUUSD, M5, London KZ, Mon, SHORT, Bearish, BSL Sweep, 4.1, 75%, 82%, 95%, 3.69, 0.25, 2342.85, 2349.5, 2319.57, 2319.57, 1:3.5, +3.5R, 19, +3.7R, -0.2R, CLOSED_TP2
175, XAUUSD, M5, NY Open, Mon, SHORT, Neutral, BSL Sweep, 3.89, 76%, 89%, 75%, 3.86, 0.25, 2336.8, 2345.32, 2302.72, 2302.72, 1:4.0, +4.0R, 14, +4.4R, -0.1R, CLOSED_TP3_FINAL
176, XAUUSD, M5, NY Open, Mon, SHORT, Bearish, BSL Sweep, 3.36, 78%, 90%, 95%, 3.71, 0.25, 2345.9, 2353.88, 2313.98, 2313.98, 1:4.0, +4.0R, 37, +4.1R, -0.2R, CLOSED_TP3_FINAL
177, XAUUSD, M5, Asia KZ, Tue, LONG, Bullish, SSL Sweep, 2.86, 77%, 84%, 85%, 2.77, 0.25, 2338.71, 2333.0, 2361.55, 2361.55, 1:4.0, +4.0R, 19, +4.2R, -0.2R, CLOSED_TP3_FINAL
178, XAUUSD, M5, NY Open, Tue, LONG, Bullish, SSL Sweep, 3.46, 74%, 80%, 95%, 3.22, 0.25, 2341.23, 2335.96, 2351.77, 2351.77, 1:2.0, +2.0R, 32, +2.3R, -0.2R, CLOSED_TP1
179, XAUUSD, M5, NY Open, Tue, SHORT, Bearish, BSL Sweep, 3.47, 92%, 89%, 95%, 3.62, 0.25, 2332.52, 2337.67, 2322.22, 2332.52, 1:0.0, +0.0R, 42, +1.5R, -0.2R, CLOSED_BE
180, XAUUSD, M5, NY Silver Bullet, Tue, SHORT, Bearish, BSL Sweep, 2.18, 73%, 83%, 95%, 4.28, 0.25, 2354.03, 2360.86, 2340.37, 2354.03, 1:0.0, +0.0R, 42, +1.2R, -0.2R, CLOSED_BE
181, XAUUSD, M5, NY Open, Tue, LONG, Neutral, SSL Sweep, 5.2, 84%, 83%, 75%, 3.3, 0.25, 2352.82, 2345.62, 2367.22, 2345.62, 1:-1.0, -1.0R, 23, +0.6R, -1.0R, CLOSED_SL
182, XAUUSD, M5, NY Open, Wed, SHORT, Neutral, BSL Sweep, 2.27, 76%, 81%, 75%, 4.35, 0.25, 2344.37, 2352.03, 2329.05, 2344.37, 1:0.0, +0.0R, 26, +1.4R, -0.3R, CLOSED_BE
183, XAUUSD, M5, London KZ, Wed, LONG, Neutral, SSL Sweep, 4.35, 83%, 76%, 75%, 4.78, 0.25, 2352.58, 2346.95, 2363.84, 2346.95, 1:-1.0, -1.0R, 28, +0.3R, -1.0R, CLOSED_SL
184, XAUUSD, M5, NY Silver Bullet, Wed, SHORT, Bearish, BSL Sweep, 3.76, 78%, 95%, 95%, 3.45, 0.25, 2341.85, 2350.02, 2325.51, 2350.02, 1:-1.0, -1.0R, 40, +0.2R, -1.0R, CLOSED_SL
185, XAUUSD, M5, NY Open, Wed, SHORT, Bearish, BSL Sweep, 3.46, 88%, 75%, 95%, 4.5, 0.25, 2355.08, 2360.55, 2344.14, 2360.55, 1:-1.0, -1.0R, 30, +0.5R, -1.0R, CLOSED_SL
186, XAUUSD, M5, NY Silver Bullet, Wed, SHORT, Neutral, BSL Sweep, 3.26, 76%, 90%, 75%, 3.12, 0.25, 2356.34, 2363.03, 2329.58, 2329.58, 1:4.0, +4.0R, 11, +4.4R, -0.3R, CLOSED_TP3_FINAL
187, XAUUSD, M5, NY Open, Wed, SHORT, Neutral, BSL Sweep, 4.96, 75%, 89%, 75%, 3.55, 0.25, 2359.45, 2366.59, 2345.17, 2366.59, 1:-1.0, -1.0R, 27, +0.7R, -1.0R, CLOSED_SL
188, XAUUSD, M5, London KZ, Thu, SHORT, Bearish, BSL Sweep, 4.37, 83%, 95%, 95%, 2.71, 0.25, 2331.27, 2337.34, 2306.99, 2306.99, 1:4.0, +4.0R, 8, +4.2R, -0.3R, CLOSED_TP3_FINAL
189, XAUUSD, M5, London KZ, Thu, LONG, Bullish, SSL Sweep, 3.24, 74%, 90%, 95%, 2.66, 0.25, 2337.94, 2329.29, 2368.22, 2368.22, 1:3.5, +3.5R, 32, +3.7R, -0.2R, CLOSED_TP2
190, XAUUSD, M5, NY Silver Bullet, Thu, LONG, Bullish, SSL Sweep, 4.1, 72%, 91%, 95%, 3.8, 0.25, 2346.24, 2340.42, 2357.88, 2357.88, 1:2.0, +2.0R, 34, +2.4R, -0.1R, CLOSED_TP1
191, XAUUSD, M5, NY Open, Thu, LONG, Neutral, SSL Sweep, 2.14, 94%, 78%, 75%, 3.86, 0.25, 2340.23, 2330.41, 2359.87, 2359.87, 1:2.0, +2.0R, 23, +2.2R, -0.3R, CLOSED_TP1
192, XAUUSD, M5, NY Open, Fri, SHORT, Bearish, BSL Sweep, 4.15, 91%, 84%, 95%, 2.97, 0.25, 2347.4, 2353.34, 2323.64, 2323.64, 1:4.0, +4.0R, 23, +4.1R, -0.4R, CLOSED_TP3_FINAL
193, XAUUSD, M5, London KZ, Fri, SHORT, Bearish, BSL Sweep, 2.04, 70%, 86%, 95%, 4.65, 0.25, 2333.38, 2342.68, 2300.83, 2300.83, 1:3.5, +3.5R, 38, +3.8R, -0.2R, CLOSED_TP2
194, XAUUSD, M5, NY Silver Bullet, Fri, LONG, Bullish, SSL Sweep, 1.85, 76%, 76%, 95%, 4.62, 0.25, 2360.18, 2353.19, 2388.14, 2388.14, 1:4.0, +4.0R, 33, +4.3R, -0.2R, CLOSED_TP3_FINAL
195, XAUUSD, M5, NY Open, Fri, LONG, Neutral, SSL Sweep, 2.85, 86%, 81%, 75%, 4.74, 0.25, 2334.75, 2328.12, 2348.01, 2334.75, 1:0.0, +0.0R, 12, +2.0R, -0.2R, CLOSED_BE
196, XAUUSD, M5, NY Open, Fri, LONG, Neutral, SSL Sweep, 2.09, 83%, 78%, 75%, 3.54, 0.25, 2347.75, 2341.2, 2360.85, 2341.2, 1:-1.0, -1.0R, 15, +0.6R, -1.0R, CLOSED_SL
197, XAUUSD, M5, London KZ, Fri, LONG, Neutral, SSL Sweep, 5.04, 86%, 91%, 75%, 4.3, 0.25, 2349.16, 2343.33, 2369.57, 2369.57, 1:3.5, +3.5R, 9, +3.9R, -0.1R, CLOSED_TP2
198, XAUUSD, M5, NY Open, Fri, LONG, Neutral, SSL Sweep, 5.12, 90%, 77%, 75%, 3.64, 0.25, 2342.37, 2337.09, 2352.93, 2337.09, 1:-1.0, -1.0R, 18, +0.2R, -1.0R, CLOSED_SL
199, XAUUSD, M5, NY Silver Bullet, Mon, LONG, Neutral, SSL Sweep, 3.53, 71%, 75%, 75%, 3.06, 0.25, 2340.35, 2333.44, 2354.17, 2354.17, 1:2.0, +2.0R, 34, +2.3R, -0.4R, CLOSED_TP1
200, XAUUSD, M5, London KZ, Mon, SHORT, Neutral, BSL Sweep, 2.06, 81%, 78%, 75%, 3.65, 0.25, 2352.26, 2358.16, 2340.46, 2358.16, 1:-1.0, -1.0R, 33, +0.8R, -1.0R, CLOSED_SL
201, XAUUSD, M5, NY Open, Mon, SHORT, Bearish, BSL Sweep, 2.86, 72%, 92%, 95%, 3.55, 0.25, 2334.58, 2341.04, 2321.66, 2334.58, 1:0.0, +0.0R, 31, +1.9R, -0.1R, CLOSED_BE
202, XAUUSD, M5, Asia KZ, Tue, LONG, Bullish, SSL Sweep, 3.66, 95%, 82%, 85%, 2.85, 0.25, 2352.15, 2347.03, 2362.39, 2352.15, 1:0.0, +0.0R, 8, +1.8R, -0.2R, CLOSED_BE
203, XAUUSD, M5, London KZ, Tue, SHORT, Bearish, BSL Sweep, 4.27, 73%, 81%, 95%, 3.72, 0.25, 2333.6, 2341.06, 2318.68, 2318.68, 1:2.0, +2.0R, 22, +2.4R, -0.1R, CLOSED_TP1
204, XAUUSD, M5, NY Open, Tue, SHORT, Bearish, BSL Sweep, 4.34, 88%, 78%, 95%, 3.66, 0.25, 2347.61, 2354.58, 2333.67, 2333.67, 1:2.0, +2.0R, 23, +2.3R, -0.4R, CLOSED_TP1
205, XAUUSD, M5, NY Silver Bullet, Tue, SHORT, Bearish, BSL Sweep, 4.3, 80%, 89%, 95%, 3.13, 0.25, 2330.05, 2336.06, 2318.03, 2330.05, 1:0.0, +0.0R, 18, +1.8R, -0.1R, CLOSED_BE
206, XAUUSD, M5, London KZ, Tue, LONG, Bullish, SSL Sweep, 5.08, 76%, 89%, 95%, 3.21, 0.25, 2335.78, 2330.18, 2358.18, 2358.18, 1:4.0, +4.0R, 10, +4.2R, -0.3R, CLOSED_TP3_FINAL
207, XAUUSD, M5, NY Silver Bullet, Tue, LONG, Neutral, SSL Sweep, 2.64, 81%, 87%, 75%, 3.68, 0.25, 2347.12, 2340.82, 2359.72, 2340.82, 1:-1.0, -1.0R, 33, +0.1R, -1.0R, CLOSED_SL
208, XAUUSD, M5, NY Open, Wed, LONG, Neutral, SSL Sweep, 2.15, 95%, 79%, 75%, 2.78, 0.25, 2330.5, 2321.6, 2348.3, 2348.3, 1:2.0, +2.0R, 13, +2.4R, -0.2R, CLOSED_TP1
209, XAUUSD, M5, London KZ, Wed, LONG, Neutral, SSL Sweep, 2.02, 90%, 89%, 75%, 4.36, 0.25, 2332.03, 2322.79, 2350.51, 2322.79, 1:-1.0, -1.0R, 37, +0.2R, -1.0R, CLOSED_SL
210, XAUUSD, M5, Asia KZ, Wed, SHORT, Bearish, BSL Sweep, 3.14, 70%, 87%, 85%, 4.07, 0.25, 2332.68, 2338.75, 2311.43, 2311.43, 1:3.5, +3.5R, 23, +3.8R, -0.1R, CLOSED_TP2
211, XAUUSD, M5, NY Open, Wed, SHORT, Neutral, BSL Sweep, 2.75, 74%, 88%, 75%, 2.96, 0.25, 2354.95, 2362.58, 2339.69, 2354.95, 1:0.0, +0.0R, 32, +2.0R, -0.3R, CLOSED_BE
212, XAUUSD, M5, NY Open, Wed, SHORT, Bearish, BSL Sweep, 3.72, 80%, 87%, 95%, 3.12, 0.25, 2330.71, 2338.7, 2302.74, 2302.74, 1:3.5, +3.5R, 41, +3.6R, -0.4R, CLOSED_TP2
213, XAUUSD, M5, NY Open, Wed, LONG, Bullish, SSL Sweep, 2.14, 91%, 82%, 95%, 3.11, 0.25, 2354.02, 2344.43, 2373.2, 2373.2, 1:2.0, +2.0R, 32, +2.3R, -0.4R, CLOSED_TP1
