TradeID, Symbol, Timeframe, Session, Weekday, Direction, HTFBias, SweepType, FvgSize, ObQuality, DisplacementScore, ConfluenceScore, ATR, Spread, EntryPrice, SLPrice, TPPrice, ExitPrice, RR, RMultiple, DurationBars, MFE, MAE, ReasonClosed
107, XAUUSD, M5, NY Silver Bullet, Fri, SHORT, Bearish, SMT+RSI, 4.16, 85%, 80%, 85%, 4.16, 0.25, 2360.89, 2367.13, 2348.41, 2348.41, 1:2.0, +2.0R, 19, +2.2R, -0.4R, CLOSED_TP_FULL
108, XAUUSD, M5, Asia KZ, Mon, SHORT, Bearish, SMT+RSI, 2.97, 85%, 80%, 85%, 2.97, 0.25, 2361.71, 2366.16, 2352.8, 2352.8, 1:2.0, +2.0R, 29, +2.2R, -0.4R, CLOSED_TP_FULL
109, XAUUSD, M5, Asia KZ, Mon, LONG, Bullish, SMT+RSI, 2.98, 85%, 80%, 85%, 2.98, 0.25, 2359.64, 2355.17, 2368.58, 2355.17, 1:2.0, -1.0R, 31, +0.3R, -1.0R, CLOSED_SL
110, XAUUSD, M5, NY Open, Mon, LONG, Neutral, SMT+RSI, 4.47, 85%, 80%, 85%, 4.47, 0.25, 2367.62, 2360.91, 2381.03, 2360.91, 1:2.0, -1.0R, 33, +0.3R, -1.0R, CLOSED_SL
111, XAUUSD, M5, NY Open, Mon, SHORT, Bearish, SMT+RSI, 2.91, 85%, 80%, 85%, 2.91, 0.25, 2354.19, 2358.55, 2345.46, 2358.55, 1:2.0, -1.0R, 9, +0.3R, -1.0R, CLOSED_SL
112, XAUUSD, M5, NY Open, Tue, LONG, Neutral, SMT+RSI, 3.74, 85%, 80%, 85%, 3.74, 0.25, 2366.62, 2361.01, 2377.84, 2361.01, 1:2.0, -1.0R, 11, +0.3R, -1.0R, CLOSED_SL
113, XAUUSD, M5, NY Silver Bullet, Tue, LONG, Bullish, SMT+RSI, 3.67, 85%, 80%, 85%, 3.67, 0.25, 2351.38, 2345.88, 2362.39, 2351.38, 1:2.0, +0.0R, 30, +1.1R, -0.3R, CLOSED_BE
114, XAUUSD, M5, Asia KZ, Wed, LONG, Neutral, SMT+RSI, 3.4, 85%, 80%, 85%, 3.4, 0.25, 2369.2, 2364.1, 2379.4, 2364.1, 1:2.0, -1.0R, 30, +0.3R, -1.0R, CLOSED_SL
115, XAUUSD, M5, NY Open, Thu, SHORT, Neutral, SMT+RSI, 3.24, 85%, 80%, 85%, 3.24, 0.25, 2356.42, 2361.28, 2346.7, 2346.7, 1:2.0, +2.0R, 23, +2.2R, -0.4R, CLOSED_TP_FULL
116, XAUUSD, M5, NY Open, Fri, LONG, Bullish, SMT+RSI, 3.24, 85%, 80%, 85%, 3.24, 0.25, 2365.19, 2360.33, 2374.91, 2365.19, 1:2.0, +0.0R, 32, +1.1R, -0.3R, CLOSED_BE
